,S_1_ID,S_1_lat,S_1_lon,ID_t,lat_t,lon_t,order_t,AS1,IDS1,ID_s,lat_s,lon_s,AS2,IDS2,AINT,AP1,AP2,weight,AP2N
130,42,51.403077,-115.561187,42,51.40006096618545,-115.55715921322539,42,94149895.6398437,42,45432.0,51.5,-115.75,482862192.6558194,45432,5242277.901579505,0.055680124401125755,0.010856675012690756,0.05568012440112569,0.028228869792137224
132,43,51.262542,-115.66385,43,51.262023998675765,-115.66810540990922,43,140267072.1926981,43,45914.0,51.25,-115.5,485478527.57161736,45914,37947976.854705915,0.27054087792303244,0.07816612826219768,0.27054087792303255,0.07816612826219764
133,43,51.262542,-115.66385,43,51.262023998675765,-115.66810540990922,43,140267072.1926981,43,45913.0,51.25,-115.75,485478527.5715424,45913,102319095.3379921,0.7294591220769671,0.2107592602494945,0.7294591220769674,0.21075926024949446
134,44,51.150329,-115.615396,44,51.15058180681448,-115.61575987999016,44,74880314.30958308,44,45914.0,51.25,-115.5,485478527.57161736,45914,28703098.863946196,0.38331968994249815,0.05912331284252719,0.38331968994249815,0.05912331284252716
137,44,51.150329,-115.615396,44,51.15058180681448,-115.61575987999016,44,74880314.30958308,44,46394.0,51.0,-115.75,488085265.9844597,46394,1693530.2196634493,0.022616494539028847,0.0034697425587056547,0.022616494539028847,0.010303580763197125
136,44,51.150329,-115.615396,44,51.15058180681448,-115.61575987999016,44,74880314.30958308,44,46395.0,51.0,-115.5,488085265.9845351,46395,18174429.929617513,0.24271305612417246,0.037236178176690476,0.24271305612417246,0.038782829210920466
135,44,51.150329,-115.615396,44,51.15058180681448,-115.61575987999016,44,74880314.30958308,44,45913.0,51.25,-115.75,485478527.5715424,45913,26309255.29635593,0.3513507593943006,0.05419241800035919,0.3513507593943006,0.05419241800035918
138,45,51.307423,-115.573984,45,51.3100117418442,-115.57503622063972,45,134982715.22437555,45,45914.0,51.25,-115.5,485478527.57161736,45914,98835238.80554591,0.7322066283913214,0.20358313126622438,0.7322066283913219,0.2035831312662243
139,45,51.307423,-115.573984,45,51.3100117418442,-115.57503622063972,45,134982715.22437555,45,45913.0,51.25,-115.75,485478527.5715424,45913,36147476.41882955,0.26779337160867794,0.07445741544872485,0.2677933716086781,0.07445741544872483
141,46,51.314197,-115.353575,46,51.30710531828834,-115.3426795723589,46,381408877.96606976,46,45915.0,51.25,-115.25,485478527.57157993,45915,217247177.40407538,0.5695912967799396,0.44749080559910864,0.5695912967799395,0.44749080559910903
140,46,51.314197,-115.353575,46,51.30710531828834,-115.3426795723589,46,381408877.96606976,46,45914.0,51.25,-115.5,485478527.57161736,45914,116694173.69666661,0.30595557795864353,0.24036938210300557,0.3059555779586435,0.24036938210300546
143,46,51.314197,-115.353575,46,51.30710531828834,-115.3426795723589,46,381408877.96606976,46,45433.0,51.5,-115.5,482862192.655894,45433,40550287.18677301,0.10631710358451692,0.08397900644018881,0.10631710358451689,0.36352684559152604
142,46,51.314197,-115.353575,46,51.30710531828834,-115.3426795723589,46,381408877.96606976,46,45434.0,51.5,-115.25,482862192.65585667,45434,6917239.678554788,0.018136021676900104,0.014325494486342632,0.0181360216769001,0.07846333712724932
144,47,51.16753,-115.535868,47,51.17025656573302,-115.52954411001757,47,22500009.529927853,47,45914.0,51.25,-115.5,485478527.57161736,45914,22500009.529927853,1.0,0.046346044679820925,1.0,0.046346044679820904
145,48,51.220124,-115.488712,48,51.21849846754346,-115.4858663247154,48,73016925.41687547,48,45914.0,51.25,-115.5,485478527.57161736,45914,73016925.41687547,1.0,0.1504019668637231,1.0,0.15040196686372304
146,49,50.890247,-115.555096,49,50.88788091885689,-115.5467242227634,49,125688798.68700062,49,46875.0,50.75,-115.75,490682360.6474973,46875,5794047.142308715,0.04609835723497901,0.011808142307506172,0.046098357234979015,1.0
147,49,50.890247,-115.555096,49,50.88788091885689,-115.5467242227634,49,125688798.68700062,49,46876.0,50.75,-115.5,490682360.64757305,46876,50991317.122026116,0.4056949995123145,0.10391919745134275,0.40569499951231464,0.27416078023891177
148,49,50.890247,-115.555096,49,50.88788091885689,-115.5467242227634,49,125688798.68700062,49,46395.0,51.0,-115.5,488085265.9845351,46395,68461460.55669464,0.5446902291363477,0.14026537027008684,0.5446902291363478,0.14609146710971055
149,49,50.890247,-115.555096,49,50.88788091885689,-115.5467242227634,49,125688798.68700062,49,46394.0,51.0,-115.75,488085265.9844597,46394,441973.8659711039,0.003516414116358446,0.0009055259332191684,0.003516414116358447,0.002689006296067582
150,50,50.78235,-115.446309,50,50.78832340040394,-115.44556777550866,50,113129536.69632453,50,46877.0,50.75,-115.25,490682360.64753515,46877,7154204.942093372,0.06323905454768654,0.014580114379192755,0.06323905454768661,0.016628043905319974
151,50,50.78235,-115.446309,50,50.78832340040394,-115.44556777550866,50,113129536.69632453,50,46876.0,50.75,-115.5,490682360.64757305,46876,105975331.75423104,0.9367609454523124,0.21597542576091622,0.9367609454523134,0.569788765610592
155,51,50.938088,-115.323957,51,50.93625525046839,-115.32334584096994,51,113807845.78534424,51,46395.0,51.0,-115.5,488085265.9845351,46395,5437139.866950422,0.047774736701418144,0.011139733661049905,0.04777473670141815,0.011602436372003597
152,51,50.938088,-115.323957,51,50.93625525046839,-115.32334584096994,51,113807845.78534424,51,46877.0,50.75,-115.25,490682360.64753515,46877,5449062.9556461815,0.04787950178693121,0.011105072023488387,0.04787950178693122,0.01266489551287931
153,51,50.938088,-115.323957,51,50.93625525046839,-115.32334584096994,51,113807845.78534424,51,46396.0,51.0,-115.25,488085265.9844974,46396,102921642.96274762,0.9043457615116505,0.210868162051867,0.9043457615116506,0.21086816205186693
157,52,50.866016,-115.399385,52,50.857394551988335,-115.38407616535174,52,121010373.0085514,52,46396.0,51.0,-115.25,488085265.9844974,46396,951468.7631439313,0.007862704159061588,0.0019493904640304218,0.007862704159061597,0.001949390464030421
159,52,50.866016,-115.399385,52,50.857394551988335,-115.38407616535174,52,121010373.0085514,52,46395.0,51.0,-115.5,488085265.9845351,46395,35977340.63429171,0.29730790625485726,0.07371117946312201,0.29730790625485753,0.07677286510148101
158,52,50.866016,-115.399385,52,50.857394551988335,-115.38407616535174,52,121010373.0085514,52,46876.0,50.75,-115.5,490682360.64757305,46876,28451661.153818116,0.2351175394840534,0.05798386784531917,0.23511753948405362,0.15297368378143925
156,52,50.866016,-115.399385,52,50.857394551988335,-115.38407616535174,52,121010373.0085514,52,46877.0,50.75,-115.25,490682360.64753515,46877,55629902.45729753,0.45971185010202675,0.11337253367715283,0.4597118501020272,0.1292968915478041
161,53,50.742162,-115.251588,53,50.74754533858403,-115.25633340123898,53,139571742.18731052,53,46876.0,50.75,-115.5,490682360.64757305,46876,572250.2447779686,0.004100043718090065,0.0011662335773039553,0.004100043718090063,0.0030767703690569477
160,53,50.742162,-115.251588,53,50.74754533858403,-115.25633340123898,53,139571742.18731052,53,46877.0,50.75,-115.25,490682360.64753515,46877,138999491.9425326,0.9958999562819103,0.28327794738555545,0.9958999562819099,0.323067297281157
165,54,50.630113,-115.194039,54,50.62694939617212,-115.19052707866423,54,196439926.43743905,54,46878.0,50.75,-115.0,490682360.64757305,46878,9890323.594553668,0.05034782782665863,0.020156264801328937,0.05034782782665869,0.020156264801328944
163,54,50.630113,-115.194039,54,50.62694939617212,-115.19052707866423,54,196439926.43743905,54,47358.0,50.5,-115.25,493269764.55680233,47358,72257899.32231474,0.36783713287190106,0.1464875905930251,0.3678371328719015,1.0
162,54,50.630113,-115.194039,54,50.62694939617212,-115.19052707866423,54,196439926.43743905,54,47359.0,50.5,-115.0,493269764.5568404,47359,28399794.031623874,0.14457241227214804,0.0575745688713327,0.1445724122721482,0.15452932898000807
164,54,50.630113,-115.194039,54,50.62694939617212,-115.19052707866423,54,196439926.43743905,54,46877.0,50.75,-115.25,490682360.64753515,46877,85891909.48894656,0.4372426270292912,0.17504584712521196,0.43724262702929173,0.1996328667761182
168,55,50.774383,-115.137378,55,50.78938391525471,-115.14961464265178,55,317104014.41855854,55,46877.0,50.75,-115.25,490682360.64753515,46877,136009712.71401843,0.4289119863821518,0.27718484221550477,0.42891198638215167,0.31611835177549463
170,55,50.774383,-115.137378,55,50.78938391525471,-115.14961464265178,55,317104014.41855854,55,46396.0,51.0,-115.25,488085265.9844974,46396,72341434.37176743,0.22813156277574279,0.14821474732667947,0.22813156277574273,0.1482147473266794
169,55,50.774383,-115.137378,55,50.78938391525471,-115.14961464265178,55,317104014.41855854,55,46878.0,50.75,-115.0,490682360.64757305,46878,89903443.64796335,0.2835140507849141,0.18322126666488314,0.28351405078491404,0.1832212666648832
166,55,50.774383,-115.137378,55,50.78938391525471,-115.14961464265178,55,317104014.41855854,55,47359.0,50.5,-115.0,493269764.5568404,47359,18849423.684809398,0.05944240005719156,0.03821321524084078,0.05944240005719155,0.10256372952670025
173,56,50.856181,-115.078947,56,50.85662472699734,-115.07646319752737,56,91599705.05330636,56,46878.0,50.75,-115.0,490682360.64757305,46878,59803548.536272824,0.6528792696599864,0.1218783337908208,0.6528792696599864,0.12187833379082084
175,56,50.856181,-115.078947,56,50.85662472699734,-115.07646319752737,56,91599705.05330636,56,46397.0,51.0,-115.0,488085265.9845351,46397,24942435.671736896,0.27229820944534344,0.051102619583126674,0.27229820944534344,0.05110261958312666
172,56,50.856181,-115.078947,56,50.85662472699734,-115.07646319752737,56,91599705.05330636,56,46877.0,50.75,-115.25,490682360.64753515,46877,1115057.0834418184,0.01217315146149119,0.002272462132060992,0.01217315146149119,0.00259165320122676
174,56,50.856181,-115.078947,56,50.85662472699734,-115.07646319752737,56,91599705.05330636,56,46396.0,51.0,-115.25,488085265.9844974,46396,5738663.761854829,0.06264936943317907,0.011757502554967722,0.06264936943317907,0.011757502554967717
181,57,51.094356,-115.266468,57,51.09198493046212,-115.27887629879966,57,482375196.98158115,57,46395.0,51.0,-115.5,488085265.9845351,46395,33853548.725536965,0.0701809482273808,0.06935990714091667,0.07018094822738079,0.07224085726433047
178,57,51.094356,-115.266468,57,51.09198493046212,-115.27887629879966,57,482375196.98158115,57,45916.0,51.25,-115.0,485478527.57161736,45916,2125406.9307244355,0.004406128142624198,0.004377962793443831,0.004406128142624197,0.004416477222556814
179,57,51.094356,-115.266468,57,51.09198493046212,-115.27887629879966,57,482375196.98158115,57,46396.0,51.0,-115.25,488085265.9844974,46396,266521507.61765394,0.5525190956860717,0.546055220659169,0.5525190956860716,0.5460552206591688
176,57,51.094356,-115.266468,57,51.09198493046212,-115.27887629879966,57,482375196.98158115,57,45914.0,51.25,-115.5,485478527.57161736,45914,57812073.72395882,0.11984876935155996,0.11908265853309122,0.11984876935155993,0.11908265853309116
177,57,51.094356,-115.266468,57,51.09198493046212,-115.27887629879966,57,482375196.98158115,57,45915.0,51.25,-115.25,485478527.57157993,45915,89538062.63122882,0.18561912633880243,0.1844325908276698,0.1856191263388024,0.18443259082766997
180,57,51.094356,-115.266468,57,51.09198493046212,-115.27887629879966,57,482375196.98158115,57,46397.0,51.0,-115.0,488085265.9845351,46397,32524597.352478255,0.06742593225356104,0.06663712187023649,0.06742593225356103,0.06663712187023647
182,58,50.993048,-115.069631,58,50.98936577883645,-115.06766842381901,58,209897231.91680366,58,46396.0,51.0,-115.25,488085265.9844974,46396,34210818.986581996,0.16298842378322567,0.07009189043553017,0.1629884237832257,0.07009189043553014
183,58,50.993048,-115.069631,58,50.98936577883645,-115.06766842381901,58,209897231.91680366,58,46397.0,51.0,-115.0,488085265.9845351,46397,175686412.93022162,0.8370115762167741,0.3599502488071177,0.8370115762167744,0.3599502488071176
184,59,51.302043,-115.04677,59,51.30538448059735,-115.05856916374357,59,59561897.31323224,59,45915.0,51.25,-115.25,485478527.57157993,45915,5197487.946153455,0.08726196076025242,0.010705906957722507,0.08726196076025242,0.010705906957722515
185,59,51.302043,-115.04677,59,51.30538448059735,-115.05856916374357,59,59561897.31323224,59,45916.0,51.25,-115.0,485478527.57161736,45916,54364409.36707879,0.9127380392397476,0.11198107903764909,0.9127380392397476,0.11296621471240853
187,60,51.22595,-115.124561,60,51.222422081518296,-115.13098789074435,60,196087891.49623233,60,45916.0,51.25,-115.0,485478527.57161736,45916,96403477.8356608,0.4916340172769572,0.1985741332739777,0.4916340172769563,0.20032105752630483
186,60,51.22595,-115.124561,60,51.222422081518296,-115.13098789074435,60,196087891.49623233,60,45915.0,51.25,-115.25,485478527.57157993,45915,99684413.66057186,0.5083659827230445,0.20533228144858412,0.5083659827230436,0.20533228144858431
189,61,50.775945,-114.979375,61,50.7762270279668,-114.98078765268606,61,180062440.70665574,61,46878.0,50.75,-115.0,490682360.64757305,46878,174217712.84891748,0.9675405496293363,0.3550519171282119,0.9675405496293361,0.355051917128212
188,61,50.775945,-114.979375,61,50.7762270279668,-114.98078765268606,61,180062440.70665574,61,46879.0,50.75,-114.75,490682360.6476109,46879,5844727.85773829,0.03245945037066383,0.011911428505447637,0.03245945037066382,0.011911428505447639
190,62,50.69985,-114.908492,62,50.70395544674833,-114.90315278751892,62,157454957.10512525,62,47359.0,50.5,-115.0,493269764.5568404,47359,776276.6221062124,0.0049301504149401225,0.0015737364782607928,0.00493015041494012,0.004223886461407595
192,62,50.69985,-114.908492,62,50.70395544674833,-114.90315278751892,62,157454957.10512525,62,46879.0,50.75,-114.75,490682360.6476109,46879,64822170.382818334,0.4116870727641787,0.13210617617732362,0.41168707276417854,0.13210617617732365
193,62,50.69985,-114.908492,62,50.70395544674833,-114.90315278751892,62,157454957.10512525,62,46878.0,50.75,-115.0,490682360.64757305,46878,91856510.10020076,0.5833827768208816,0.18720157370029372,0.5833827768208814,0.18720157370029378
196,63,51.372576,-115.090575,63,51.36798419967359,-115.09112307285804,63,321844991.4351645,63,45916.0,51.25,-115.0,485478527.57161736,45916,119481324.36784326,0.3712387253101396,0.24611042009518636,0.3712387253101402,0.24827553724577467
197,63,51.372576,-115.090575,63,51.36798419967359,-115.09112307285804,63,321844991.4351645,63,45917.0,51.25,-114.75,485478527.5716549,45917,7936292.777548792,0.02465874252744913,0.016347361060942953,0.024658742527449172,0.018782535787472
194,63,51.372576,-115.090575,63,51.36798419967359,-115.09112307285804,63,321844991.4351645,63,45915.0,51.25,-115.25,485478527.57157993,45915,49049542.57951732,0.15240113683545803,0.10103339240330327,0.15240113683545828,0.10103339240330335
195,63,51.372576,-115.090575,63,51.36798419967359,-115.09112307285804,63,321844991.4351645,63,45434.0,51.5,-115.25,482862192.65585667,45434,81241637.21622515,0.2524247366844335,0.16825015180703393,0.25242473668443394,0.9215366628727507
199,63,51.372576,-115.090575,63,51.36798419967359,-115.09112307285804,63,321844991.4351645,63,45435.0,51.5,-115.0,482862192.655894,45435,64136194.49402945,0.19927665864251812,0.13282504919521695,0.19927665864251845,1.0
200,64,51.260153,-114.938813,64,51.26362503490805,-114.92833309669398,64,47072254.049264215,64,45916.0,51.25,-115.0,485478527.57161736,45916,38877072.07799714,0.8259020704066927,0.08007990028408007,0.8259020704066922,0.08078439042901342
201,64,51.260153,-114.938813,64,51.26362503490805,-114.92833309669398,64,47072254.049264215,64,45917.0,51.25,-114.75,485478527.5716549,45917,8195181.97126711,0.17409792959330803,0.016880627063485375,0.17409792959330792,0.019395239436682123
202,65,51.162551,-115.006023,65,51.16099773940763,-114.99462296495676,65,239112742.86169067,65,45915.0,51.25,-115.25,485478527.57157993,45915,24761843.350032717,0.10355718835259083,0.05100502276361086,0.1035571883525911,0.05100502276361091
203,65,51.162551,-115.006023,65,51.16099773940763,-114.99462296495676,65,239112742.86169067,65,45916.0,51.25,-115.0,485478527.57161736,45916,159285978.33971074,0.6661542853525213,0.32810097520989334,0.6661542853525231,0.330987391186417
207,65,51.162551,-115.006023,65,51.16099773940763,-114.99462296495676,65,239112742.86169067,65,46397.0,51.0,-115.0,488085265.9845351,46397,37138919.5671411,0.1553197003332577,0.07609104833809477,0.15531970033325812,0.07609104833809475
206,65,51.162551,-115.006023,65,51.16099773940763,-114.99462296495676,65,239112742.86169067,65,46396.0,51.0,-115.25,488085265.9844974,46396,1590289.8596020949,0.006650795104307602,0.0032582214019396473,0.006650795104307619,0.003258221401939646
204,65,51.162551,-115.006023,65,51.16099773940763,-114.99462296495676,65,239112742.86169067,65,45917.0,51.25,-114.75,485478527.5716549,45917,16335711.745203389,0.06831803085731993,0.03364868025556969,0.0683180308573201,0.03866113550348074
211,66,51.109609,-114.890305,66,51.10474647422121,-114.89703700516152,66,66474763.003585495,66,46397.0,51.0,-115.0,488085265.9845351,46397,39156321.3423573,0.5890404053075796,0.08022434617724757,0.5890404053075803,0.08022434617724755
209,66,51.109609,-114.890305,66,51.10474647422121,-114.89703700516152,66,66474763.003585495,66,45917.0,51.25,-114.75,485478527.5716549,45917,14415022.152137108,0.21684954561416933,0.0296923990114259,0.21684954561416958,0.03411550922310368
